Filled container:
0: It is a tree: name = oxtbdmtmngljzyzxskly, age = 663250620
1979: It is a tree: name = apeterjxrnuhaqxioico, age = 1433733040
1980: It is a tree: name = iccabjirtgpgifxmbapt, age = 458869565
1981: It is a tree: name = tsehtrykmqhilbagqyvs, age = 382258159
1982: It is a tree: name = jenkfteiktwhgnpuxzfk, age = 1431144779
1983: It is a bush: name = judcmmpqcqztpnxuzbso, flowering month = 6
1984: It is a tree: name = dsqfbxnllrfbvtykvasw, age = 2116702089
1985: It is a flower: name = zddqhvsqlwtviuhegnkt, type = 3
1986: It is a tree: name = cptomrxjknduxnyqxzqi, age = 303710605
1987: It is a flower: name = tjwzgtwowzgnwpmmzwvx, type = 1
1988: It is a bush: name = lszpibflfoxsmbvffijg, flowering month = 2
1989: It is a tree: name = elmdsbwuulqutjfufolv, age = 602870704
1990: It is a tree: name = rgryxawgraiyusqhrwdi, age = 577368860
1991: It is a bush: name = ptgdzjplqovmnqthsyix, flowering month = 11
1992: It is a tree: name = gpcpslzgrndpxskxboyp, age = 560619418
1993: It is a flower: name = zibsezchgkuzpenihjdp, type = 1
1994: It is a flower: name = lybcluqrhpmiwobdwfkk, type = 1
1995: It is a flower: name = puiqbjqehnvkphruhyvp, type = 1
1996: It is a flower: name = bjwggdlidbwupwebtevg, type = 1
1997: It is a tree: name = jxbrzlkphtvavdhagmtt, age = 1296256033
1998: It is a flower: name = xngosektgwesagfjiljj, type = 1
1999: It is a tree: name = kdszkqpngvncqfjwxzbb, age = 227157496
2000: It is a flower: name = xfvoumgrwtzevzfmjsks, type = 1
2001: It is a flower: name = apgxhbgpdqsmsuduksvk, type = 1
2002: It is a bush: name = xbyrtkhagfphgypuwvxx, flowering month = 10
2003: It is a bush: name = hvvwznmasobhnywbghww, flowering month = 8
2004: It is a tree: name = shhdvyqipfzegafekrhc, age = 32487991
2005: It is a flower: name = vftoqrttvxejiyjgfdgm, type = 1
2006: It is a bush: name = xdhdianzfcvvvsydpody, flowering month = 3
2007: It is a tree: name = bmdrpnwacxxpikklysyn, age = 1008512900
2008: It is a bush: name = pxijtotafkebwkizqjlo, flowering month = 10
2009: It is a flower: name = oqihrkuqgqupikplltte, type = 2
2010: It is a bush: name = syftubkcihcbqphpxxpl, flowering month = 9
2011: It is a flower: name = qhhwsjcubumwotlxxnkz, type = 3
2012: It is a tree: name = umnydjdqucrpgacqxswa, age = 1855281337
2013: It is a tree: name = vfbqzjrvmoozpdmjckiq, age = 2127654986
2014: It is a flower: name = vxfygcucptnkgpqlirss, type = 3
2015: It is a bush: name = vhonevdjxdfbpyvbmhre, flowering month = 4
2016: It is a bush: name = sfqlmxxobccqtffkoaqa, flowering month = 11
2017: It is a flower: name = bdhzytpciebdyjecssfd, type = 1
2018: It is a tree: name = yoetvwqtuqxdoktvktav, age = 293069792
2019: It is a bush: name = ejmholcuegiutxgvtsgj, flowering month = 3
2020: It is a flower: name = pynptxvhirsnsqkodwdr, type = 3
2021: It is a tree: name = kugsydlejjjmcuemgtaz, age = 1918276422
2022: It is a tree: name = lfkjagwxvfivcapejzar, age = 2032970265
2023: It is a tree: name = jeoczbfenvnosasqrjhb, age = 1417950529
2024: It is a bush: name = vtmhjzlpxqkawcsougxn, flowering month = 1
2025: It is a bush: name = bamdnuwohtjofdzurdsg, flowering month = 5
2026: It is a tree: name = neojaalazekdwhoclvdw, age = 132124631
2027: It is a bush: name = kgbwpvokvpfdkrmmzbsi, flowering month = 2
2028: It is a flower: name = yohvmxjldqtdvjyciwsq, type = 2
2029: It is a flower: name = hntjntoxytuaobyxdibl, type = 2
2030: It is a tree: name = singgqrykwoqdfveuhoy, age = 337924355
2031: It is a bush: name = utjibbdsoywmrmtdsokh, flowering month = 3
2032: It is a tree: name = ccqyssipptieuwsotopw, age = 635674765
2033: It is a bush: name = rktoddryecabgldxyeix, flowering month = 3
2034: It is a bush: name = narxumhsujbfmxqadwdn, flowering month = 11
2035: It is a tree: name = hhgcaaoorxrnbnalgwtb, age = 146128766
2036: It is a tree: name = skzvhjmgiprrqqyfqyyk, age = 1643828731
2037: It is a bush: name = gkcpkpifroibrkjoecpt, flowering month = 10
2038: It is a flower: name = qtkfqorksntlsorylwba, type = 2
2039: It is a tree: name = nslurlknyufmmrflipom, age = 2031015584
2040: It is a flower: name = wgyknulppyanuqfzgmle, type = 1
2041: It is a tree: name = cbueoillqcoosatenxki, age = 1789777892
2042: It is a flower: name = thlbwsrrwzzbrucwkuyl, type = 2
2043: It is a flower: name = lwfhcrnbdzgmxkwknsul, type = 3
2044: It is a flower: name = kyzihhwwwpkxqaubketm, type = 2
2045: It is a bush: name = dsycgsaftejltfmadnci, flowering month = 5
2046: It is a bush: name = tblfjlzectuuixbhqwkd, flowering month = 1
2047: It is a bush: name = cbutzhtfnwlaheoouivs, flowering month = 11
2048: It is a tree: name = vlcvmszgmkndiczqiqdy, age = 1349828886
2049: It is a flower: name = kljgggshwauqrpvtgodn, type = 2
2050: It is a flower: name = hyyxcoptpdysixtqedge, type = 3
2051: It is a flower: name = insssnxrwwpoytaxljun, type = 3
2052: It is a bush: name = hgfywikmvwktfwyffcax, flowering month = 6
2053: It is a flower: name = vjswodksowpfryzadiva, type = 3
2054: It is a tree: name = qhdcfsvqxaciskhuamxq, age = 754763726
2055: It is a flower: name = mwoucutxjddwquxfzgct, type = 3
2056: It is a tree: name = wleertypeoyenjankqap, age = 443384196
2057: It is a tree: name = fhexuamezefupmgjxgtg, age = 902121685
2058: It is a flower: name = hwrtakvorlvodizjhpxx, type = 1
2059: It is a bush: name = tbfakhrxavcsozrcdets, flowering month = 6
2060: It is a flower: name = ewflwztakqqevdizelpb, type = 1
2061: It is a flower: name = gyyhuftignyubeyampkq, type = 2
2062: It is a tree: name = bqzufgqgzhukfrpqqovm, age = 664892448
2063: It is a bush: name = fsbwviqffpjyxgaefhpt, flowering month = 8
2064: It is a tree: name = nzdjhifzpdkoreugdspc, age = 297285027
2065: It is a bush: name = isinagzdyojonnxhbpes, flowering month = 8
2066: It is a bush: name = iavyrcrhgbfjhgbkxinv, flowering month = 12
2067: It is a bush: name = xbhxnbfmwyrsguzonscn, flowering month = 10
2068: It is a bush: name = fluvuiseqvyoewnewbpc, flowering month = 3
2069: It is a bush: name = udkgmnbodgzbjafwuhga, flowering month = 4
2070: It is a tree: name = ubcxvovuvbtsdntobbkj, age = 511970762
2071: It is a tree: name = tszrypqygzlfmgprqgbm, age = 480994941
2072: It is a flower: name = zwqqxkavgxwyfsaxsjjx, type = 2
2073: It is a flower: name = nkxqakullqfysuucwbjq, type = 1
2074: It is a bush: name = tnblevipjnlwgrlcrgdr, flowering month = 9
2075: It is a tree: name = aakvfnonnylhyxylmodb, age = 1397759202
2076: It is a bush: name = reuussuetbphobwlhvqa, flowering month = 4
2077: It is a tree: name = thebrkxwjmuecccdrblu, age = 241431083
2078: It is a flower: name = hbxnbdwjgpwofmcyueue, type = 1
2079: It is a tree: name = egzvwrbtdrsrezetvbpm, age = 1046588113
2080: It is a flower: name = zoypojuqemcjfylkcqet, type = 3
2081: It is a tree: name = njeccwkpwdiukeqdktuh, age = 1367040132
2082: It is a tree: name = gwuxjmroabaduwcqjjov, age = 234895284
2083: It is a flower: name = jmpxievueksfebaofgel, type = 3
2084: It is a bush: name = biulymxvkmenwdwwdcin, flowering month = 8
2085: It is a tree: name = dszhmgcvhacfredzstjv, age = 1626337445
2086: It is a tree: name = clnxncdkjzcpskfeushd, age = 542262863
2087: It is a tree: name = guleljdgqfezfxssswbk, age = 85517636
2088: It is a bush: name = dsqmudkqzmmkpdiszgub, flowering month = 1
2089: It is a flower: name = spunstwjqogdbglmabwr, type = 3
2090: It is a bush: name = xzfgbrrxafobtxhxchxp, flowering month = 1
2091: It is a tree: name = mmfruhdvekbgtrlhmveh, age = 1639346235
2092: It is a tree: name = tjhkrhrfxikojbdjewip, age = 907249681
2093: It is a bush: name = cediewomjjonwtlsrbnq, flowering month = 2
2094: It is a bush: name = xvbsioyygnqkmvvylheu, flowering month = 9
2095: It is a tree: name = essdcnzksgeahounqhwr, age = 1100085131
2096: It is a flower: name = tazwahuonhhwqmffaail, type = 2
2097: It is a tree: name = camvzqylljwdxvtibkmn, age = 1241735918
2098: It is a tree: name = cxqgsvpzyjlnqrqssjdr, age = 557643777
2099: It is a tree: name = tekwvmlgccyyyrkqdmwz, age = 1198807972
2100: It is a flower: name = sifnakbuwxjzzlxeuijc, type = 2
2101: It is a tree: name = stsnzhfqfzmjkpxhnbpe, age = 1459894692
2102: It is a tree: name = nghtophekbramlmnhyau, age = 319813318
2103: It is a bush: name = lzxevptocunkrstsuxjt, flowering month = 8
2104: It is a bush: name = shmuvqgmoeusvzfephwt, flowering month = 3
2105: It is a tree: name = wnhnuihmiiismuwrszln, age = 628852963
2106: It is a flower: name = pmdsoioniwmkowdqytek, type = 1
2107: It is a flower: name = hsrzvzvbppximezfvzbi, type = 1
2108: It is a flower: name = ouuzxkukpzggspdmqico, type = 1
2109: It is a flower: name = hszzmuhaohxsxrpaiimk, type = 3
2110: It is a tree: name = zgtlubrcstvmdwzbawmy, age = 1506156070
2111: It is a flower: name = ynfqtmgkeupwxzkxqjfn, type = 3
2112: It is a tree: name = vygkznmatddqzrmgwcpl, age = 403386608
2113: It is a tree: name = qbfdtctvlluaajiqvgka, age = 1228893538
2114: It is a bush: name = fzatgxcbquoadodlbazx, flowering month = 5
2115: It is a tree: name = hxpkzghunjrwvgkghaxx, age = 1873941708
2116: It is a bush: name = qceuplunvfwkohhiopkb, flowering month = 8
2117: It is a tree: name = hohstwtukuaaftecesut, age = 524295928
2118: It is a flower: name = nptkxbrmvxcempbnfxjh, type = 3
2119: It is a flower: name = laxjhahyljhxprneepkx, type = 3
2120: It is a tree: name = xrmuhufhcqpzrqxqumxg, age = 334540254
2121: It is a tree: name = hgfpgwtcawzucxyxzyib, age = 1050172410
2122: It is a bush: name = cjefmswvwmjegwsvhphd, flowering month = 12
2123: It is a flower: name = efeubsncpjzybnmvczaz, type = 1
2124: It is a tree: name = ozsylmzzlbwshtcwcdun, age = 1425699809
2125: It is a tree: name = bedbadudzxmpkprqsldk, age = 461646467
2126: It is a flower: name = aawxnnaxcfsnhrfigboc, type = 2
2127: It is a tree: name = ytggliozouypnnjsllsj, age = 1702543118
2128: It is a tree: name = aqlcudxrzvhraotzqnmp, age = 1041103905
2129: It is a tree: name = bjgtwvhbbveesuqfpmvw, age = 184343195
2130: It is a flower: name = wntaqrpejgkxuebtyavl, type = 2
2131: It is a flower: name = caataoakwbolqowjrzgz, type = 2
2132: It is a bush: name = uxmmnhhsyzbyexswmial, flowering month = 4
2133: It is a tree: name = ebqtdsorgeynxhjbfpja, age = 1422453302
2134: It is a bush: name = mafaszxfhwpoqoqhyatm, flowering month = 7
2135: It is a flower: name = tfuddgmfctohjfnkwszx, type = 2
2136: It is a flower: name = ujodjchoivdosnhbkqkv, type = 1
2137: It is a tree: name = ahpnfvphqmhrynfvhzaq, age = 1332663552
2138: It is a flower: name = mlgodihpmddadsrsgwnp, type = 2
2139: It is a tree: name = kfgagltceqbcucopcgqb, age = 1297008047
2140: It is a flower: name = aqfghtrcaecctnurqjzx, type = 3
2141: It is a tree: name = pdpgfbavjqcuxafyrjwt, age = 1778523396
2142: It is a tree: name = gkklituuuwmkrofobica, age = 1551051037
2143: It is a tree: name = lppfnlubwcrclujmzjwt, age = 1313501219
2144: It is a bush: name = ubyfaphvnrqjlmgrbayo, flowering month = 4
2145: It is a flower: name = wopqeaggbhxgeenfdcpx, type = 2
2146: It is a flower: name = slrwdjizxillbvupnprc, type = 1
2147: It is a tree: name = jbaxqvjhsgdhvbefbdwe, age = 753810357
2148: It is a tree: name = vbgwjwogxocjduvsgvdg, age = 340284985
2149: It is a bush: name = geohetvjsmlaltfjuvzs, flowering month = 12
2150: It is a bush: name = ethjttkpgontgbkxkkth, flowering month = 5
2151: It is a bush: name = tkqbuqhqxambxiaulrsk, flowering month = 7
2152: It is a flower: name = rpfwzfjelaylygaepucm, type = 2
2153: It is a tree: name = dmydbmcroouhhguzzwnf, age = 599715068
2154: It is a tree: name = eziobjlarfbpubyxvtcv, age = 997763018
2155: It is a bush: name = bkrtriebfsvqlfwrvdii, flowering month = 12
2156: It is a flower: name = aqayblawrajommfhqcwg, type = 1
2157: It is a bush: name = auujbybcbrfuruebocpp, flowering month = 12
2158: It is a tree: name = gqdeedgrzawgzumvmqtb, age = 1105526949
2159: It is a flower: name = suggbphdedbomygcqneo, type = 3
2160: It is a bush: name = ivmnxosydajaolhiuuom, flowering month = 4
2161: It is a tree: name = agnrlrgfyjrbmoroulwv, age = 527783255
2162: It is a bush: name = ftvpodmojnoadnkibxca, flowering month = 8
2163: It is a tree: name = rtoqmenwjsrxulgtwbta, age = 313890513
2164: It is a bush: name = eakjzpbunivbobtdfnqo, flowering month = 12
2165: It is a bush: name = bnprrapojgvhqvhpswxn, flowering month = 1
2166: It is a flower: name = jegpwexuxubipxoorape, type = 2
2167: It is a flower: name = obpcpbjxnwtumngcudyz, type = 2
2168: It is a bush: name = jqvhugcrmepmxirymeqj, flowering month = 11
2169: It is a tree: name = qhzgmddmmtncfxmfmrbd, age = 1590871132
2170: It is a bush: name = ksdqcssemrozirlaqrsx, flowering month = 4
2171: It is a bush: name = qgkiqceacfyzywpkeiut, flowering month = 9
2172: It is a flower: name = hbvmwohsnwivewrnazxw, type = 2
2173: It is a bush: name = bujacgkxkniyttujuiwm, flowering month = 12
2174: It is a bush: name = tkmcmckcrshdylzrstbu, flowering month = 2
2175: It is a bush: name = dydoyxgwnpzdzkoyujxc, flowering month = 4
2176: It is a bush: name = cxtinbekmchpcllzkgfl, flowering month = 7
2177: It is a tree: name = uvtlvgxcbzexpayihkrf, age = 1423045318
2178: It is a tree: name = hxvbtvzfgrgvoxveewld, age = 1384671782
2179: It is a flower: name = tmuwtuzrlfxswgiattoi, type = 1
2180: It is a tree: name = ptmycpygjgttcavfjuoz, age = 1860247483
2181: It is a flower: name = hkvdxeyroukzhidqbxfu, type = 2
2182: It is a flower: name = wxeicygabblrgieomqit, type = 2
2183: It is a bush: name = sablteybswtjqkqllzpe, flowering month = 9
2184: It is a flower: name = aaobghttltwydmdkcvty, type = 2
2185: It is a flower: name = ahiybjsiciajsroiupwj, type = 2
2186: It is a flower: name = mrcqrhyqaasimjrscvnd, type = 2
2187: It is a flower: name = yvwtmhoexajlxqcneadx, type = 2
2188: It is a tree: name = wgpwuhqgiszotqiylqyr, age = 1015061963
2189: It is a bush: name = rbpbffwtawufqwevteho, flowering month = 1
2190: It is a tree: name = pnipmwgmnzcytsxetsgm, age = 1407120306
2191: It is a tree: name = sqvaiqewliqzalsfxijl, age = 1994106076
2192: It is a bush: name = ezcmqffzphxronghojyz, flowering month = 1
2193: It is a bush: name = hfaalssgtxggjujpxpat, flowering month = 5
2194: It is a bush: name = wvrhnfsqltexnkedytjn, flowering month = 2
2195: It is a tree: name = tmeysnjainxbtwwtefmp, age = 1472822192
2196: It is a tree: name = xwhoadqxanihvtgkqemw, age = 843185179
2197: It is a tree: name = sbbmwwywgdouckipwqrv, age = 470220686
2198: It is a tree: name = jfamtmkngqvykfuvrtid, age = 1023294983
2199: It is a flower: name = xqszmptfunbyfdszuzzi, type = 3
2200: It is a bush: name = kzxunkbcurfrkeqogzgx, flowering month = 1
2201: It is a bush: name = gccqbtaqrwtwtwlazgiz, flowering month = 12
2202: It is a flower: name = rfdkgrehdhscgmogeedh, type = 3
2203: It is a bush: name = bnumlswwshxnemcgksrx, flowering month = 11
2204: It is a flower: name = stjzidzfpdofeopyzasw, type = 3
2205: It is a flower: name = rwncnvsilyofckyjhfdq, type = 3
2206: It is a bush: name = olrfbrdnbtnowljffaxw, flowering month = 3
2207: It is a flower: name = ttyzpmzahdegpylwtyru, type = 2
2208: It is a bush: name = tgvmytzvfdhykpayyccp, flowering month = 4
2209: It is a tree: name = avlpvwftarwqdqhkfice, age = 305991363
2210: It is a bush: name = seoozvkjrlodyboexxfn, flowering month = 4
2211: It is a flower: name = tcymlqykfqcdaclfegut, type = 1
2212: It is a tree: name = byvjohngyczlehrutblm, age = 1103591516
2213: It is a bush: name = qrgceghuywioxigoyhqi, flowering month = 2
2214: It is a bush: name = idplgalogbyjzybztobb, flowering month = 9
2215: It is a bush: name = jrkrvjeiqvrehmtjcqts, flowering month = 5
2216: It is a bush: name = zpxuissfjtionecoccdq, flowering month = 1
2217: It is a flower: name = gjxccotfmfaajhfycbua, type = 1
2218: It is a tree: name = ftyhxfmqtjicckzhpapi, age = 1365044650
2219: It is a bush: name = umzketkkbkiofnlmzwpz, flowering month = 10
2220: It is a tree: name = rgqabunlqciqaerswtsl, age = 1411828310
2221: It is a flower: name = wgxfgzfppkuyblstnkkn, type = 1
2222: It is a tree: name = hzabrnqvqciszthroolu, age = 45340804
2223: It is a tree: name = zkcmfbozccpywliqwwda, age = 1477490720
2224: It is a flower: name = uhyzuaxqxxwivmahwlba, type = 2
2225: It is a tree: name = smdytywxjyivmmeluuac, age = 1290785660
2226: It is a tree: name = dbggnseyyrgcykhnivjb, age = 2060455324
2227: It is a bush: name = zxbpvrdkhjngccjfwygt, flowering month = 8
2228: It is a bush: name = wjkwiecaeppcjrnqdrqr, flowering month = 1
2229: It is a tree: name = kjjdszujiatzaysnbtut, age = 1414562950
2230: It is a bush: name = cdswuceeyhmsgmytnyke, flowering month = 6
2231: It is a flower: name = fygfvctzaotkdawblyxv, type = 2
2232: It is a flower: name = pnfzvysqviwkekshlyrj, type = 2
2233: It is a bush: name = admbgsgmrlgrdoyyrsig, flowering month = 1
2234: It is a tree: name = egzhllbwlhnnosgqxrhl, age = 983323149
2235: It is a tree: name = rgrgjotcccgvrgxdidzu, age = 1917285666
2236: It is a bush: name = jjaaxymatgeimadudafk, flowering month = 3
2237: It is a flower: name = aodjjqapsvxqdnvggkqh, type = 2
2238: It is a tree: name = befodilzoqaejwmuttic, age = 467551904
2239: It is a bush: name = cpgejplslncpwvtztacs, flowering month = 5
2240: It is a tree: name = xmipgydmyjrvhvrslfkq, age = 1618623788
2241: It is a flower: name = cbxcguwsiaidsythrenb, type = 3
2242: It is a tree: name = zszdngllfrzmkgngaudb, age = 1930999956
2243: It is a tree: name = wajyhhooykfcxyuoglak, age = 1209261085
2244: It is a tree: name = jimioppeczhdttlgprvv, age = 277813785
2245: It is a flower: name = jdnfwnuzdjgyxjzxuiob, type = 2
2246: It is a flower: name = emldckffmoteezdbdeyp, type = 1
2247: It is a flower: name = pkkoeebpmyludwklawda, type = 2
2248: It is a flower: name = mmkdkzzmssmddodgqqxb, type = 3
2249: It is a bush: name = iwzinkmmzpwzvvpvpgwq, flowering month = 2
2250: It is a flower: name = ykojuxxztgngmemfcsbh, type = 2
2251: It is a tree: name = tvvhhqmdlbshmavmtsbb, age = 629834336
2252: It is a flower: name = zycvktykqphvwgcaljre, type = 1
2253: It is a tree: name = lneyycckhhtpncdbhjsi, age = 1770743081
2254: It is a flower: name = wsfjtjqttbuqajagwaxo, type = 1
2255: It is a tree: name = qspqfahuntrretbysdla, age = 25262565
2256: It is a bush: name = hetrlzrufjbwanptubmt, flowering month = 8
2257: It is a flower: name = bqyeljxfzoteilhvatst, type = 3
2258: It is a flower: name = voinsnkkewibeniudxhb, type = 2
2259: It is a flower: name = liywbuisdjyskomlirlh, type = 3
2260: It is a tree: name = rfqxzbbdgfgqwdrdwfel, age = 1416346290
2261: It is a bush: name = hphfjqrqqlyzvuocurxs, flowering month = 3
2262: It is a tree: name = wslmzfqcyedshikaypul, age = 1137828643
2263: It is a tree: name = hmagqsfdzpmqzoduvnbo, age = 175121896
2264: It is a bush: name = mulpyywpizdyxbemgyqn, flowering month = 2
2265: It is a bush: name = rabutrfvmkjwcggmvpar, flowering month = 2
2266: It is a flower: name = zcmclwjiybkskyrrbgle, type = 1
2267: It is a tree: name = dmpnbtsbscerfdwprrfu, age = 916145474
2268: It is a tree: name = rbjqolidqnhhisgxooiv, age = 1418634193
2269: It is a flower: name = utogcvcqqzauruzzksvs, type = 1
2270: It is a bush: name = odwusmjblqeqoiqrafxq, flowering month = 12
2271: It is a flower: name = rblvobeaxkdtxidsxlkn, type = 1
